"","Year","Date","Site","Region","Latitude.Degrees","Longitude.Degrees","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","area4km","area2km","area1km","kd490_value","MPA","STATUS_YR","gmw1km","distance"
"6778",2014,"01-Dec-14","Top Dive (fringing reef)","French Polynesia",-16.499,-151.757,2.7,"Bleaching (% of population)",0,"ERG115",0,300.97,0,0,0,0.0262571421938316,"Non MPA","Non MPA",NA,24656.4301322066
"6779",2015,"10-May-15","Top Dive (fringing reef)","French Polynesia",-16.499,-151.757,2.7,"Bleaching (% of population)",0,"ERG115",1.61,301.89,0,0,0,0.0245999993785517,"Non MPA","Non MPA",NA,24656.4301322066
"6780",2015,"21-Nov-15","Top Dive (fringing reef)","French Polynesia",-16.499,-151.757,2.7,"Bleaching (% of population)",0,"ERG115",1.51,300.84,0,0,0,0.0213999994593905,"Non MPA","Non MPA",NA,24656.4301322066
"6781",2011,"28-May-11","Bora Bora Resort (fringing reef)","French Polynesia",-16.5069,-151.764,1,"Bleaching (% of population)",0,"ERG115",0,300.57,0,0,0,0.0271749993135018,"Non MPA","Non MPA",NA,23828.0770771761
"6782",2011,"21-Nov-11","Bora Bora Resort (fringing reef)","French Polynesia",-16.5069,-151.764,1,"Bleaching (% of population)",0,"ERG115",0,300.49,0,0,0,0.0301999992370838,"Non MPA","Non MPA",NA,23828.0770771761
"6783",2012,"29-May-12","Bora Bora Resort (fringing reef)","French Polynesia",-16.5069,-151.764,1,"Bleaching (% of population)",0,"ERG115",0,302.07,0,0,0,0.0255999993532896,"Non MPA","Non MPA",NA,23828.0770771761
"6784",2012,"27-Dec-12","Bora Bora Resort (fringing reef)","French Polynesia",-16.5069,-151.764,1,"Bleaching (% of population)",0,"ERG115",1.07,301.51,0,0,0,0.0275714278749157,"Non MPA","Non MPA",NA,23828.0770771761
"6785",2013,"31-May-13","Bora Bora Resort (fringing reef)","French Polynesia",-16.5069,-151.764,1,"Bleaching (% of population)",0,"ERG115",0,302,0,0,0,0.0249999993684469,"Non MPA","Non MPA",NA,23828.0770771761
"6786",2014,"18-May-14","Bora Bora Resort (fringing reef)","French Polynesia",-16.5069,-151.764,1,"Bleaching (% of population)",0,"ERG115",0,301.58,0,0,0,0.0245999993785517,"Non MPA","Non MPA",NA,23828.0770771761
"6787",2015,"02-Jan-15","Bora Bora Resort (fringing reef)","French Polynesia",-16.5069,-151.764,1,"Bleaching (% of population)",0,"ERG115",0,301.98,0,0,0,0.0259999993431848,"Non MPA","Non MPA",NA,23828.0770771761
"6788",2015,"19-May-15","Bora Bora Resort (fringing reef)","French Polynesia",-16.5069,-151.764,1,"Bleaching (% of population)",0,"ERG115",1.61,302,0,0,0,0.0245999993785517,"Non MPA","Non MPA",NA,23828.0770771761
"6789",2015,"13-Dec-15","Bora Bora Resort (fringing reef)","French Polynesia",-16.5069,-151.764,1,"Bleaching (% of population)",0,"ERG115",1.51,301.51,0,0,0,0.0285428564218039,"Non MPA","Non MPA",NA,23828.0770771761
"6790",2011,"01-Jun-11","Bora Bora Nui Resort (fringing reef)","French Polynesia",-16.5295,-151.772,1.5,"Bleaching (% of population)",0,"ERG115",0,300.17,0,0,0,0.0297999992471887,"Non MPA","Non MPA",NA,21373.8550544595
"6791",2011,"25-Nov-11","Bora Bora Nui Resort (fringing reef)","French Polynesia",-16.5295,-151.772,1.5,"Bleaching (% of population)",14,"ERG115",0,300.27,0,0,0,0.029333332592311,"Non MPA","Non MPA",NA,21373.8550544595
"6792",2012,"27-May-12","Bora Bora Nui Resort (fringing reef)","French Polynesia",-16.5295,-151.772,1.5,"Bleaching (% of population)",0,"ERG115",0,302.07,0,0,0,0.0265999993280275,"Non MPA","Non MPA",NA,21373.8550544595
"6793",2012,"28-Dec-12","Bora Bora Nui Resort (fringing reef)","French Polynesia",-16.5295,-151.772,1.5,"Bleaching (% of population)",0,"ERG115",1.07,301.51,0,0,0,0.0271999993128702,"Non MPA","Non MPA",NA,21373.8550544595
"6794",2013,"07-Jun-13","Bora Bora Nui Resort (fringing reef)","French Polynesia",-16.5295,-151.772,1.5,"Bleaching (% of population)",0,"ERG115",1.06,300.17,0,0,0,0.0259999993431848,"Non MPA","Non MPA",NA,21373.8550544595
"6795",2014,"19-May-14","Bora Bora Nui Resort (fringing reef)","French Polynesia",-16.5295,-151.772,1.5,"Bleaching (% of population)",0,"ERG115",0,301.58,0,0,0,0.0257999993482372,"Non MPA","Non MPA",NA,21373.8550544595
"6796",2014,"28-Dec-14","Bora Bora Nui Resort (fringing reef)","French Polynesia",-16.5295,-151.772,1.5,"Bleaching (% of population)",0,"ERG115",0,301.8,0,0,0,0.0251999993633945,"Non MPA","Non MPA",NA,21373.8550544595
"6797",2015,"12-May-15","Bora Bora Nui Resort (fringing reef)","French Polynesia",-16.5295,-151.772,1.5,"Bleaching (% of population)",0,"ERG115",1.61,301.89,0,0,0,0.0267999993229751,"Non MPA","Non MPA",NA,21373.8550544595
"6798",2015,"07-Nov-15","Bora Bora Nui Resort (fringing reef)","French Polynesia",-16.5295,-151.772,1.5,"Bleaching (% of population)",0,"ERG115",1.51,300.85,0,0,0,0.0201999994897051,"Non MPA","Non MPA",NA,21373.8550544595
"6799",2011,"31-Mar-11","Turiroa","French Polynesia",-16.5515,-151.778,1,"Bleaching (% of population)",0,"ERG115",0,301.04,0,0,0,0.0229999994189711,"Non MPA","Non MPA",NA,18972.2091281761
"6800",2011,"11-Oct-11","Turiroa","French Polynesia",-16.5515,-151.778,1,"Bleaching (% of population)",0,"ERG115",0,299.68,0,0,0,0.025399999358342,"Non MPA","Non MPA",NA,18972.2091281761
"6801",2012,"10-Mar-12","Turiroa","French Polynesia",-16.5515,-151.778,1,"Bleaching (% of population)",10,"ERG115",0,302.6,0,0,0,0.0271999993128702,"Non MPA","Non MPA",NA,18972.2091281761
"6802",2012,"29-Oct-12","Turiroa","French Polynesia",-16.5515,-151.778,1,"Bleaching (% of population)",0,"ERG115",0,300.01,0,0,0,0.0269999993179226,"Non MPA","Non MPA",NA,18972.2091281761
"6803",2013,"03-Jul-13","Turiroa","French Polynesia",-16.5515,-151.778,1,"Bleaching (% of population)",0,"ERG115",0,299.51,0,0,0,0.0289999992673984,"Non MPA","Non MPA",NA,18972.2091281761
"6804",2014,"22-Mar-14","Turiroa","French Polynesia",-16.5515,-151.778,1,"Bleaching (% of population)",12,"ERG115",3.7,302.19,0,0,0,0.0243999993836042,"Non MPA","Non MPA",NA,18972.2091281761
"6805",2014,"20-Sep-14","Turiroa","French Polynesia",-16.5515,-151.778,0.7,"Bleaching (% of population)",0,"ERG115",0,300.37,0,0,0,0.0263999993330799,"Non MPA","Non MPA",NA,18972.2091281761
"6806",2015,"07-Apr-15","Turiroa","French Polynesia",-16.5515,-151.778,0.7,"Bleaching (% of population)",0,"ERG115",1,303.29,0,0,0,0.0271999993128702,"Non MPA","Non MPA",NA,18972.2091281761
"6807",2015,"13-Sep-15","Turiroa","French Polynesia",-16.5515,-151.778,0.7,"Bleaching (% of population)",0,"ERG115",0,298.98,0,0,0,0.0275999993027654,"Non MPA","Non MPA",NA,18972.2091281761
"6808",2011,"15-Apr-11","Tapu (external slope)","French Polynesia",-16.4994,-151.784,7,"Bleaching (% of population)",0,"ERG115",0,301.66,0,0,0,0.0247999993734993,"Non MPA","Non MPA",NA,24801.4937170445
"6809",2011,"15-Apr-11","Tapu (external slope)","French Polynesia",-16.4994,-151.784,15,"Bleaching (% of population)",0,"ERG115",0,301.66,0,0,0,0.0247999993734993,"Non MPA","Non MPA",NA,24801.4937170445
"6810",2011,"13-Oct-11","Tapu (external slope)","French Polynesia",-16.4994,-151.784,7,"Bleaching (% of population)",0,"ERG115",0,299.38,0,0,0,0.0265999993280275,"Non MPA","Non MPA",NA,24801.4937170445
"6811",2011,"13-Oct-11","Tapu (external slope)","French Polynesia",-16.4994,-151.784,15,"Bleaching (% of population)",0,"ERG115",0,299.38,0,0,0,0.0265999993280275,"Non MPA","Non MPA",NA,24801.4937170445
"6812",2012,"31-Mar-12","Tapu (external slope)","French Polynesia",-16.4994,-151.784,7,"Bleaching (% of population)",0,"ERG115",0,302.3,0,0,0,0.0353999991057208,"Non MPA","Non MPA",NA,24801.4937170445
"6813",2012,"15-Oct-12","Tapu (external slope)","French Polynesia",-16.4994,-151.784,7,"Bleaching (% of population)",0,"ERG115",0,299.79,0,0,0,0.0303999992320314,"Non MPA","Non MPA",NA,24801.4937170445
"6814",2012,"15-Oct-12","Tapu (external slope)","French Polynesia",-16.4994,-151.784,15,"Bleaching (% of population)",0,"ERG115",0,299.79,0,0,0,0.0303999992320314,"Non MPA","Non MPA",NA,24801.4937170445
"6815",2013,"01-May-13","Tapu (external slope)","French Polynesia",-16.4994,-151.784,7,"Bleaching (% of population)",0,"ERG115",0,301.39,0,0,0,0.0285999992775032,"Non MPA","Non MPA",NA,24801.4937170445
"6816",2013,"01-May-13","Tapu (external slope)","French Polynesia",-16.4994,-151.784,15,"Bleaching (% of population)",0,"ERG115",0,301.39,0,0,0,0.0285999992775032,"Non MPA","Non MPA",NA,24801.4937170445
"6817",2014,"05-Apr-14","Tapu (external slope)","French Polynesia",-16.4994,-151.784,7,"Bleaching (% of population)",0,"ERG115",2.29,302,0,0,0,0.0247999993734993,"Non MPA","Non MPA",NA,24801.4937170445
"6818",2014,"05-Apr-14","Tapu (external slope)","French Polynesia",-16.4994,-151.784,15,"Bleaching (% of population)",0,"ERG115",2.29,302,0,0,0,0.0247999993734993,"Non MPA","Non MPA",NA,24801.4937170445
"6819",2014,"19-Oct-14","Tapu (external slope)","French Polynesia",-16.4994,-151.784,7,"Bleaching (% of population)",0,"ERG115",0,300.79,0,0,0,0.0237999993987614,"Non MPA","Non MPA",NA,24801.4937170445
"6820",2014,"19-Oct-14","Tapu (external slope)","French Polynesia",-16.4994,-151.784,15,"Bleaching (% of population)",0,"ERG115",0,300.79,0,0,0,0.0237999993987614,"Non MPA","Non MPA",NA,24801.4937170445
"6821",2015,"18-Apr-15","Tapu (external slope)","French Polynesia",-16.4994,-151.784,7,"Bleaching (% of population)",20,"ERG115",2.25,302.25,0,0,0,0.0265999993280275,"Non MPA","Non MPA",NA,24801.4937170445
"6822",2015,"18-Apr-15","Tapu (external slope)","French Polynesia",-16.4994,-151.784,15,"Bleaching (% of population)",10,"ERG115",2.25,302.25,0,0,0,0.0265999993280275,"Non MPA","Non MPA",NA,24801.4937170445
"6823",2015,"16-Oct-15","Tapu (external slope)","French Polynesia",-16.4994,-151.784,7,"Bleaching (% of population)",20,"ERG115",1.03,299.5,0,0,0,0.0277999992977129,"Non MPA","Non MPA",NA,24801.4937170445
"6824",2015,"16-Oct-15","Tapu (external slope)","French Polynesia",-16.4994,-151.784,15,"Bleaching (% of population)",10,"ERG115",1.03,299.5,0,0,0,0.0277999992977129,"Non MPA","Non MPA",NA,24801.4937170445
"6825",2011,"31-Mar-11","Mohio","French Polynesia",-16.5397,-151.789,1.3,"Bleaching (% of population)",0,"ERG115",0,301.04,0,0,0,0.0229999994189711,"Non MPA","Non MPA",NA,20360.0484525756
"6826",2011,"11-Oct-11","Mohio","French Polynesia",-16.5397,-151.789,1.3,"Bleaching (% of population)",0,"ERG115",0,299.68,0,0,0,0.025399999358342,"Non MPA","Non MPA",NA,20360.0484525756
"6827",2012,"03-Mar-12","Mohio","French Polynesia",-16.5397,-151.789,1.3,"Bleaching (% of population)",5,"ERG115",0,302.71,0,0,0,0.0271999993128702,"Non MPA","Non MPA",NA,20360.0484525756
"6828",2012,"19-Oct-12","Mohio","French Polynesia",-16.5397,-151.789,1.3,"Bleaching (% of population)",0,"ERG115",0,299.83,0,0,0,0.0269999993179226,"Non MPA","Non MPA",NA,20360.0484525756
"6829",2013,"07-Mar-13","Mohio","French Polynesia",-16.5397,-151.789,1.3,"Bleaching (% of population)",0,"ERG115",0,301.95,0,0,0,0.0237999993987614,"Non MPA","Non MPA",NA,20360.0484525756
"6830",2014,"22-Mar-14","Mohio","French Polynesia",-16.5397,-151.789,1.3,"Bleaching (% of population)",0,"ERG115",3.7,302.19,0,0,0,0.0243999993836042,"Non MPA","Non MPA",NA,20360.0484525756
"6831",2014,"20-Sep-14","Mohio","French Polynesia",-16.5397,-151.789,1.3,"Bleaching (% of population)",0,"ERG115",0,300.37,0,0,0,0.0263999993330799,"Non MPA","Non MPA",NA,20360.0484525756
"6832",2015,"07-Apr-15","Mohio","French Polynesia",-16.5397,-151.789,1.3,"Bleaching (% of population)",0,"ERG115",1,303.29,0,0,0,0.0271999993128702,"Non MPA","Non MPA",NA,20360.0484525756
"6833",2015,"13-Sep-15","Mohio","French Polynesia",-16.5397,-151.789,1.3,"Bleaching (% of population)",0,"ERG115",0,298.98,0,0,0,0.0275999993027654,"Non MPA","Non MPA",NA,20360.0484525756
"6834",2011,"04-Nov-11","Heron Reef- Heron Bommie (Fringing reef seaward) Site 1","Australia",-23.4416,151.905,5,"Bleaching (% of population)",0,"ERG081",0,297.13,0,0,0,0.0505999987217365,"MPA","MPA",NA,4817.07077833391
"6835",2013,"04-Nov-13","Heron Reef- Heron Bommie (Fringing reef seaward) Site 1","Australia",-23.4416,151.905,6,"Bleaching (% of population)",2,"ERG081",6.52,297.46,0,0,0,0.0681999982771231,"MPA","MPA",NA,4817.07077833391
"6836",2014,"11-Nov-14","Heron Reef- Heron Bommie (Fringing reef seaward) Site 1","Australia",-23.4416,151.905,6,"Bleaching (% of population)",8,"ERG081",0,298.07,0,0,0,0.0757999980851309,"MPA","MPA",NA,4817.07077833391
"6837",2011,"04-Nov-11","Heron Reef- Jetty Flat (Reef flat) Site 1","Australia",-23.4431,151.909,2,"Bleaching (% of population)",2,"ERG081",0,297.13,0,0,0,0.0505999987217365,"MPA","MPA",NA,4775.40933961308
"6838",2012,"05-Jul-12","Heron Reef- Jetty Flat (Reef flat) Site 1","Australia",-23.4431,151.909,1,"Bleaching (% of population)",0,"ERG081",0,294.2,0,0,0,0.0537999986408977,"MPA","MPA",NA,4775.40933961308
"6839",2013,"04-Nov-13","Heron Reef- Jetty Flat (Reef flat) Site 1","Australia",-23.4431,151.909,2,"Bleaching (% of population)",4,"ERG081",6.52,297.46,0,0,0,0.0681999982771231,"MPA","MPA",NA,4775.40933961308
"6840",2014,"11-Nov-14","Heron Reef- Jetty Flat (Reef flat) Site 1","Australia",-23.4431,151.909,1,"Bleaching (% of population)",15,"ERG081",0,298.07,0,0,0,0.0757999980851309,"MPA","MPA",NA,4775.40933961308
"6841",2015,"27-Nov-15","Heron Reef- Jetty Flat (Reef flat) Site 1","Australia",-23.4431,151.909,2,"Bleaching (% of population)",17,"ERG081",1.1,298.76,0,0,0,0.0537999986408977,"MPA","MPA",NA,4775.40933961308
"6842",2013,"06-Nov-13","Heron Reef - Cappuccino Express (Reef flat) Site 1","Australia",-23.4411,151.911,1,"Bleaching (% of population)",11,"ERG081",6.52,297.8,0,0,0,0.0681999982771231,"MPA","MPA",NA,4478.07905357279
"6843",2014,"12-Nov-14","Heron Reef - Cappuccino Express (Reef flat) Site 1","Australia",-23.4411,151.911,1,"Bleaching (% of population)",75,"ERG081",0,298.57,0,0,0,0.0757999980851309,"MPA","MPA",NA,4478.07905357279
"6844",2015,"25-Nov-15","Heron Reef - Cappuccino Express (Reef flat) Site 1","Australia",-23.4411,151.911,2,"Bleaching (% of population)",4,"ERG081",1.1,298.76,0,0,0,0.0537999986408977,"MPA","MPA",NA,4478.07905357279
"6845",2011,"02-Nov-11","Heron Reef - Coral Garden (Fringing reef seaward) Site 1","Australia",-23.4472,151.912,5,"Bleaching (% of population)",0,"ERG081",0,297.13,0,0,0,0.0505999987217365,"MPA","MPA",NA,4807.52814924689
"6846",2013,"02-Nov-13","Heron Reef - Coral Garden (Fringing reef seaward) Site 1","Australia",-23.4472,151.912,5,"Bleaching (% of population)",3,"ERG081",6.52,297.46,0,0,0,0.0681999982771231,"MPA","MPA",NA,4807.52814924689
"6847",2014,"10-Nov-14","Heron Reef - Coral Garden (Fringing reef seaward) Site 1","Australia",-23.4472,151.912,7,"Bleaching (% of population)",13,"ERG081",0,298.07,0,0,0,0.0757999980851309,"MPA","MPA",NA,4807.52814924689
"6848",2015,"27-Nov-15","Heron Reef - Coral Garden (Fringing reef seaward) Site 1","Australia",-23.4472,151.912,6,"Bleaching (% of population)",3,"ERG081",1.1,298.76,0,0,0,0.0537999986408977,"MPA","MPA",NA,4807.52814924689
"6849",2011,"04-Nov-11","Heron Reef- Research Zone (Reef flat) Site 1","Australia",-23.4438,151.913,1,"Bleaching (% of population)",3,"ERG081",0,297.13,0,0,0,0.0505999987217365,"MPA","MPA",NA,4497.24741275198
"6850",2013,"03-Nov-13","Heron Reef- Research Zone (Reef flat) Site 1","Australia",-23.4438,151.913,2,"Bleaching (% of population)",3,"ERG081",6.52,297.46,0,0,0,0.0681999982771231,"MPA","MPA",NA,4497.24741275198
"6851",2014,"08-Nov-14","Heron Reef- Research Zone (Reef flat) Site 1","Australia",-23.4438,151.913,2,"Bleaching (% of population)",74,"ERG081",0,298.07,0,0,0,0.0757999980851309,"MPA","MPA",NA,4497.24741275198
"6852",2015,"24-Nov-15","Heron Reef- Research Zone (Reef flat) Site 1","Australia",-23.4438,151.913,2,"Bleaching (% of population)",1,"ERG081",1.1,298.03,0,0,0,0.0537999986408977,"MPA","MPA",NA,4497.24741275198
"6853",2014,"13-Nov-14","Heron Reef - White Wedding (Reef flat) Site 1","Australia",-23.4388,151.914,1,"Bleaching (% of population)",170,"ERG081",0,298.57,0,0,0,0.0757999980851309,"MPA","MPA",NA,4079.21661553065
"6854",2015,"26-Nov-15","Heron Reef - White Wedding (Reef flat) Site 1","Australia",-23.4388,151.914,2,"Bleaching (% of population)",23,"ERG081",1.1,298.76,0,0,0,0.0537999986408977,"MPA","MPA",NA,4079.21661553065
"6855",2011,"01-Nov-11","Heron Reef - Coral Grotto (Back reef slope) Site 1","Australia",-23.434,151.918,6,"Bleaching (% of population)",6,"ERG081",0,296.79,0,0,0,0.0505999987217365,"MPA","MPA",NA,3430.66340162213
"6856",2013,"04-Nov-13","Heron Reef - Coral Grotto (Back reef slope) Site 1","Australia",-23.434,151.918,6,"Bleaching (% of population)",18,"ERG081",6.52,297.46,0,0,0,0.0681999982771231,"MPA","MPA",NA,3430.66340162213
"6857",2014,"10-Nov-14","Heron Reef - Coral Grotto (Back reef slope) Site 1","Australia",-23.434,151.918,7,"Bleaching (% of population)",17,"ERG081",0,298.07,0,0,0,0.0757999980851309,"MPA","MPA",NA,3430.66340162213
"6858",2015,"28-Nov-15","Heron Reef - Coral Grotto (Back reef slope) Site 1","Australia",-23.434,151.918,6,"Bleaching (% of population)",4,"ERG081",1.1,298.76,0,0,0,0.0537999986408977,"MPA","MPA",NA,3430.66340162213
"6859",2014,"11-Nov-14","Heron Reef - Half Way (Doug's Place) (Fringing reef seaward) Site 1","Australia",-23.4511,151.918,6,"Bleaching (% of population)",18,"ERG081",0,298.07,0,0,0,0.0757999980851309,"MPA","MPA",NA,4582.24397639094
"6860",2015,"28-Nov-15","Heron Reef - Half Way (Doug's Place) (Fringing reef seaward) Site 1","Australia",-23.4511,151.918,5,"Bleaching (% of population)",4,"ERG081",1.1,298.76,0,0,0,0.0537999986408977,"MPA","MPA",NA,4582.24397639094
"6861",2011,"03-Nov-11","Heron Reef- Shark Bay (Reef flat) Site 1","Australia",-23.4447,151.918,1,"Bleaching (% of population)",3,"ERG081",0,297.13,0,0,0,0.0505999987217365,"MPA","MPA",NA,4151.24308633154
"6862",2012,"04-Jul-12","Heron Reef- Shark Bay (Reef flat) Site 1","Australia",-23.4447,151.918,1,"Bleaching (% of population)",0,"ERG081",0,294.2,0,0,0,0.0537999986408977,"MPA","MPA",NA,4151.24308633154
"6863",2013,"02-Nov-13","Heron Reef- Shark Bay (Reef flat) Site 1","Australia",-23.4447,151.918,1.5,"Bleaching (% of population)",10,"ERG081",6.52,297.46,0,0,0,0.0681999982771231,"MPA","MPA",NA,4151.24308633154
"6864",2014,"09-Nov-14","Heron Reef- Shark Bay (Reef flat) Site 1","Australia",-23.4447,151.918,1,"Bleaching (% of population)",16,"ERG081",0,298.07,0,0,0,0.0757999980851309,"MPA","MPA",NA,4151.24308633154
"6865",2015,"28-Nov-15","Heron Reef- Shark Bay (Reef flat) Site 1","Australia",-23.4447,151.918,2,"Bleaching (% of population)",4,"ERG081",1.1,298.76,0,0,0,0.0537999986408977,"MPA","MPA",NA,4151.24308633154
"6866",2013,"07-Nov-13","Heron Reef - Last Resort (Reef flat) Site 1","Australia",-23.4425,151.92,1,"Bleaching (% of population)",35,"ERG081",6.52,297.8,0,0,0,0.0681999982771231,"MPA","MPA",NA,3840.44239243742
"6867",2014,"10-Nov-14","Heron Reef - Last Resort (Reef flat) Site 1","Australia",-23.4425,151.92,1,"Bleaching (% of population)",9,"ERG081",0,298.07,0,0,0,0.0757999980851309,"MPA","MPA",NA,3840.44239243742
"6868",2015,"29-Nov-15","Heron Reef - Last Resort (Reef flat) Site 1","Australia",-23.4425,151.92,2,"Bleaching (% of population)",4,"ERG081",1.1,298.76,0,0,0,0.0537999986408977,"MPA","MPA",NA,3840.44239243742
"6869",2014,"12-Nov-14","Heron Reef - Blue Pools (Back reef slope) Site 1","Australia",-23.4346,151.922,5,"Bleaching (% of population)",6,"ERG081",0,298.57,0,0,0,0.0757999980851309,"MPA","MPA",NA,3145.76376556869
"6870",2013,"06-Nov-13","Heron Reef - Canyons (Back reef slope) Site 1","Australia",-23.4548,151.924,5,"Bleaching (% of population)",9,"ERG081",7.9,297.94,0,0,0,0.0681999982771231,"MPA","MPA",NA,4343.53449268495
"6871",2014,"08-Nov-14","Heron Reef - Canyons (Back reef slope) Site 1","Australia",-23.4548,151.924,6,"Bleaching (% of population)",4,"ERG081",0,297.89,0,0,0,0.0757999980851309,"MPA","MPA",NA,4343.53449268495
"6872",2015,"24-Nov-15","Heron Reef - Canyons (Back reef slope) Site 1","Australia",-23.4548,151.924,5,"Bleaching (% of population)",4,"ERG081",0,298.5,0,0,0,0.0537999986408977,"MPA","MPA",NA,4343.53449268495
"6873",2011,"01-Nov-11","Heron Reef- North Bommie (Back reef slope) Site 1","Australia",-23.4334,151.925,6,"Bleaching (% of population)",13,"ERG081",0,296.79,0,0,0,0.0505999987217365,"MPA","MPA",NA,2820.97094031013
"6874",2013,"03-Nov-13","Heron Reef- North Bommie (Back reef slope) Site 1","Australia",-23.4334,151.925,6.5,"Bleaching (% of population)",4,"ERG081",6.52,297.46,0,0,0,0.0681999982771231,"MPA","MPA",NA,2820.97094031013
"6875",2014,"09-Nov-14","Heron Reef - Coral Cascade (Back reef slope) Site 1","Australia",-23.4337,151.925,6,"Bleaching (% of population)",6,"ERG081",0,298.07,0,0,0,0.0757999980851309,"MPA","MPA",NA,2841.17540135494
"6876",2015,"25-Nov-15","Heron Reef - Coral Cascade (Back reef slope) Site 1","Australia",-23.4337,151.925,6,"Bleaching (% of population)",4,"ERG081",1.1,298.76,0,0,0,0.0537999986408977,"MPA","MPA",NA,2841.17540135494
"6877",2011,"02-Nov-11","Heron Reef - Harry's Bommie (Fringing reef seaward) Site 1","Australia",-23.4604,151.929,9,"Bleaching (% of population)",2,"ERG081",0,297.52,0,0,0,0.0505999987217365,"MPA","MPA",NA,4314.14169586761
"6878",2013,"02-Nov-13","Heron Reef - Harry's Bommie (Fringing reef seaward) Site 1","Australia",-23.4604,151.929,7,"Bleaching (% of population)",4,"ERG081",7.9,297.59,0,0,0,0.0681999982771231,"MPA","MPA",NA,4314.14169586761
"6879",2014,"08-Nov-14","Heron Reef - Harry's Bommie (Fringing reef seaward) Site 1","Australia",-23.4604,151.929,5,"Bleaching (% of population)",3,"ERG081",0,297.89,0,0,0,0.0757999980851309,"MPA","MPA",NA,4314.14169586761
"6880",2015,"24-Nov-15","Heron Reef - Harry's Bommie (Fringing reef seaward) Site 1","Australia",-23.4604,151.929,6,"Bleaching (% of population)",4,"ERG081",0,298.5,0,0,0,0.0537999986408977,"MPA","MPA",NA,4314.14169586761
"6881",2011,"03-Nov-11","Heron Reef- Libby's Lair (Back reef slope) Site 1","Australia",-23.4343,151.933,6,"Bleaching (% of population)",16,"ERG081",0,297.13,0,0,0,0.0505999987217365,"MPA","MPA",NA,2231.0017585033
"6882",2013,"03-Nov-13","Heron Reef- Libby's Lair (Back reef slope) Site 1","Australia",-23.4343,151.933,5.5,"Bleaching (% of population)",11,"ERG081",6.52,297.46,0,0,0,0.0681999982771231,"MPA","MPA",NA,2231.0017585033
"6883",2014,"09-Nov-14","Heron Reef- Libby's Lair (Back reef slope) Site 1","Australia",-23.4343,151.933,6,"Bleaching (% of population)",6,"ERG081",0,298.07,0,0,0,0.0757999980851309,"MPA","MPA",NA,2231.0017585033
"6884",2014,"12-Nov-14","Heron Reef- Libby's Lair (Back reef slope) Site 1","Australia",-23.4343,151.933,6,"Bleaching (% of population)",10,"ERG081",0,298.57,0,0,0,0.0757999980851309,"MPA","MPA",NA,2231.0017585033
"6885",2015,"25-Nov-15","Heron Reef- Libby's Lair (Back reef slope) Site 1","Australia",-23.4343,151.933,6,"Bleaching (% of population)",4,"ERG081",1.1,298.76,0,0,0,0.0537999986408977,"MPA","MPA",NA,2231.0017585033
"6886",2012,"19-Aug-12","Burkitts Reef - Burkitts Reef (Fringing reef seaward) Site 1","Australia",-24.8103,152.471,5,"Bleaching (% of population)",2,"ERG082",0,293.26,9121,495,0,0.119799996973597,"MPA","MPA",NA,5066.95993947652
"6887",2013,"10-Aug-13","Burkitts Reef - Burkitts Reef (Fringing reef seaward) Site 1","Australia",-24.8103,152.471,6,"Bleaching (% of population)",3,"ERG082",0,292.82,9121,495,0,0.255399993548053,"MPA","MPA",NA,5066.95993947652
"6888",2014,"31-Aug-14","Burkitts Reef - Burkitts Reef (Fringing reef seaward) Site 1","Australia",-24.8103,152.471,7,"Bleaching (% of population)",4,"ERG082",1.18,292.54,9121,495,0,0.237399994002772,"MPA","MPA",NA,5066.95993947652
"6889",2012,"18-Aug-12","Barolin Rocks Reef - Barolin Rocks (Woongarra Marine Park) (Fringing reef seaward) Site 2","Australia",-24.8836,152.491,6,"Bleaching (% of population)",0,"ERG082",0,291.64,34835,28758,0,0.0751999981002882,"MPA","MPA",NA,934.34752976789
"6890",2013,"10-Aug-13","Barolin Rocks Reef - Barolin Rocks (Woongarra Marine Park) (Fringing reef seaward) Site 2","Australia",-24.8836,152.491,6,"Bleaching (% of population)",3,"ERG082",0,292.86,34835,28758,0,0.110199997216114,"MPA","MPA",NA,934.34752976789
"6891",2014,"31-Aug-14","Barolin Rocks Reef - Barolin Rocks (Woongarra Marine Park) (Fringing reef seaward) Site 2","Australia",-24.8836,152.491,6,"Bleaching (% of population)",7,"ERG082",0,292.39,34835,28758,0,0.0765999980649212,"MPA","MPA",NA,934.34752976789
"6892",2012,"19-Aug-12","Gatackers Reef - Gatackers Reef West (Fringing reef seaward) Site 1","Australia",-25.2469,152.799,0.1,"Bleaching (% of population)",8,"ERG082",0,293.21,38248,14149,0,0.165599995816592,"MPA","MPA",NA,1324.66356792541
"6893",2012,"19-Sep-12","ESA Park - ESA Park (Fringing reef seaward) Site 1","Australia",-25.2444,152.825,4,"Bleaching (% of population)",8,"ERG082",1.2,295.6,33025,0,0,0.176199995548814,"MPA","MPA",NA,1727.4066846975
"6894",2013,"11-Aug-13","ESA Park - ESA Park (Fringing reef seaward) Site 1","Australia",-25.2444,152.825,3,"Bleaching (% of population)",4,"ERG082",1.21,292.92,33025,0,0,0.178599995488185,"MPA","MPA",NA,1727.4066846975
