"","X","Year","Date","Site","Region","Latitude.Degrees","Longitude.Degrees","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","area4km","area2km","area1km","kd490_value"
"8507",9489,2010,"02-Dec-10","Tartarugas","Brazil",-3.87336,-33.8092,4,"Bleaching (% of population)",8,"ERG144",2.18,300.78,0,0,0,0.021199999464443
"8508",9490,2010,"08-Dec-10","Salao","Brazil",-3.87458,-33.8096,8,"Bleaching (% of population)",45,"ERG144",2.2,299.83,0,0,0,0.021199999464443
"8509",9491,2010,"04-Dec-10","Podes Crer","Brazil",-3.87236,-33.8126,2,"Bleaching (% of population)",0,"ERG144",2.18,300.78,0,0,0,0.0217999994492857
"8510",9492,2010,"07-Dec-10","Piscina do Farol","Brazil",-3.85761,-33.8172,2,"Bleaching (% of population)",0,"ERG144",2.18,300.78,0,0,0,0.0217999994492857
"8511",9493,2010,"27-Nov-10","Piscina do Cemiterio II","Brazil",-3.86939,-33.8173,2,"Bleaching (% of population)",0,"ERG144",3.26,299.89,0,0,0,0.0243999993836042
"8512",9494,2010,"12-Dec-10","Piscina do Cemiterio","Brazil",-3.86636,-33.8183,2,"Bleaching (% of population)",0,"ERG144",2.18,300.61,0,0,0,0.0217999994492857
"8513",9495,2010,"17-Dec-10","Barretinha","Brazil",-3.85953,-33.8184,3,"Bleaching (% of population)",0,"ERG144",2.18,300.05,0,0,0,0.0217999994492857
"8514",9496,2010,"03-Dec-10","False Barreta","Brazil",-3.86039,-33.8187,2.5,"Bleaching (% of population)",50,"ERG144",2.18,300.78,0,0,0,0.0217999994492857
"8515",9497,2008,"09-Jan-08","Pedra Virada","Brazil",-9.02194,-35.1928,3,"Bleaching (% of population)",1,"ERG144",0,300.48,355808,0,0,0.0542666652957754
"8516",9498,2010,"21-Jan-10","Barreta do Moura Norte","Brazil",-9.04086,-35.1941,3,"Bleaching (% of population)",4,"ERG144",3.53,302.04,142,0,0,0.0335599991522031
"8517",9499,2010,"21-Jan-10","Barreta do Moura Leste","Brazil",-9.03894,-35.1956,4,"Bleaching (% of population)",1,"ERG144",2.46,302.04,57193,0,0,0.0335599991522031
"8518",9500,2010,"30-Apr-10","MD Sul","Brazil",-5.39222,-35.2522,2,"Bleaching (% of population)",39,"ERG144",5.45,303.39,0,0,0,0.208399994735373
"8519",9501,2010,"30-Apr-10","MD Leste","Brazil",-5.39222,-35.2525,2,"Bleaching (% of population)",18,"ERG144",5.45,303.39,0,0,0,0.208399994735373
"8520",9502,2010,"29-Apr-10","MD Site 2","Brazil",-5.39139,-35.2531,2,"Bleaching (% of population)",145,"ERG144",5.45,303.39,0,0,0,0.208399994735373
"8521",9503,2010,"29-Apr-10","MD Site 1","Brazil",-5.39278,-35.2533,2,"Bleaching (% of population)",52,"ERG144",5.45,303.39,0,0,0,0.208399994735373
"8522",9504,2010,"01-May-10","Manoa 2","Brazil",-5.38972,-35.255,2,"Bleaching (% of population)",25,"ERG144",5.45,303.39,0,0,0,0.142599996397621
"8523",9505,2010,"01-May-10","Manoa 1","Brazil",-5.39,-35.255,2,"Bleaching (% of population)",104,"ERG144",5.45,303.39,0,0,0,0.142599996397621
"8524",9506,2010,"05-Mar-10","Pedra do Meio","Brazil",-9.03217,-35.1941,3,"Bleaching (% of population)",0,"ERG144",3.17,302.23,122575,0,0,0.0634999983958551
"8525",9507,2010,"22-Jan-10","Lastro do Jorge","Brazil",-9.04847,-35.1999,3,"Bleaching (% of population)",1,"ERG144",3.53,302.04,34267,0,0,0.0335599991522031
"8526",9508,2010,"22-Jan-10","Filha das Gales","Brazil",-9.04844,-35.2,3,"Bleaching (% of population)",3,"ERG144",3.53,302.04,39231,0,0,0.0335599991522031
"8527",9509,2010,"14-May-10","Ilha da Barra","Brazil",-8.76761,-35.0929,3,"Bleaching (% of population)",340,"ERG144",6.755,301.135,885384,268670,0,0.116649997053173
"8528",9510,2010,"12-May-10","Pirambu","Brazil",-8.75878,-35.0853,4,"Bleaching (% of population)",119,"ERG144",6.755,301.135,888634,0,0,0.104933330682494
"8529",9511,2008,"08-Mar-08","Canal do Gravata","Brazil",-8.871,-35.1229,3,"Bleaching (% of population)",55,"ERG144",0,301.79,1399044,593835,0,0.0556499985941628
"8530",9512,2008,"09-Mar-08","Pedra da Baliza","Brazil",-8.88175,-35.1303,3,"Bleaching (% of population)",0,"ERG144",0,301.9175,1034981,576648,28,0.0556499985941628
"8531",9513,2008,"08-Mar-08","Prainha","Brazil",-8.88353,-35.1334,2,"Bleaching (% of population)",0,"ERG144",0,301.9175,1089724,569413,16354,0.0556499985941628
"8532",9514,2008,"10-Mar-08","Meninos Alagados","Brazil",-8.90342,-35.138,5,"Bleaching (% of population)",0,"ERG144",0,301.9175,597400,54452,0,0.0489999987621559
"8533",9515,2008,"10-Mar-08","Meninos Corre Agua","Brazil",-8.90342,-35.1378,5,"Bleaching (% of population)",0,"ERG144",0,301.9175,598155,46221,0,0.0489999987621559
"8534",9516,2008,"11-Mar-08","Cruzeiro","Brazil",-8.90572,-35.1428,5,"Bleaching (% of population)",0,"ERG144",0,301.9175,454195,131685,0,0.0489999987621559
"8535",9517,2008,"09-Mar-08","Pedra da Carauna","Brazil",-8.88875,-35.1354,2,"Bleaching (% of population)",0,"ERG144",0,301.9175,1058622,295930,0,0.0556499985941628
"8536",9518,2008,"22-Feb-08","Ilhota","Brazil",-12.9679,-38.6023,2,"Bleaching (% of population)",0,"ERG144",0.2,301.376,0,0,0,0.125766663489533
"8537",9519,2009,"17-Dec-09","Chapeirao da Barracuda","Brazil",-17.9813,-38.6606,11,"Bleaching (% of population)",0,"ERG144",2.57,300.78,0,0,0,0.0667999983124901
"8538",9520,2009,"17-Dec-09","Chapeirao Abrolhos","Brazil",-17.9774,-38.6714,6.5,"Bleaching (% of population)",0,"ERG144",5.08,300.85,0,0,0,0.0667999983124901
"8539",9521,2009,"16-Dec-09","Chapeirao da Debora","Brazil",-17.9703,-38.6718,9,"Bleaching (% of population)",0,"ERG144",5.08,300.85,0,0,0,0.062599998418591
"8540",9522,2009,"07-Jun-09","Portinho Norte","Brazil",-17.9625,-38.6956,3,"Bleaching (% of population)",3,"ERG144",2.77,298.42,0,0,0,0.138999996488565
"8541",9523,2009,"15-Dec-09","Portinho Norte","Brazil",-17.9625,-38.6956,4,"Bleaching (% of population)",0,"ERG144",6.13,299.17,0,0,0,0.0599999984842725
"8542",9524,2009,"11-Jun-09","Portinho Sul","Brazil",-17.9637,-38.6996,4,"Bleaching (% of population)",4,"ERG144",2.77,298.5,0,0,0,0.138999996488565
"8543",9525,2009,"14-Dec-09","Lingua da Siriba","Brazil",-17.9694,-38.7124,9,"Bleaching (% of population)",0,"ERG144",6.13,299.2,0,0,0,0.0599999984842725
"8544",9526,2009,"18-Dec-09","Mato Verde","Brazil",-17.9642,-38.7136,4.5,"Bleaching (% of population)",0,"ERG144",5.11,300.66,0,0,0,0.0599999984842725
"8545",9527,2009,"12-Jun-09","Lingua da Siriba II","Brazil",-17.9709,-38.7152,6,"Bleaching (% of population)",0,"ERG144",1.72,298.38,0,0,0,0.138999996488565
"8546",9528,2008,"08-Jan-08","Borda 1 E-SE","Brazil",-13.1294,-38.7361,3,"Bleaching (% of population)",0,"ERG144",0,300.25,0,0,0,0.129999996715924
"8547",9529,2008,"09-Jan-08","Sororoca","Brazil",-13.1317,-38.7372,4,"Bleaching (% of population)",0,"ERG144",0,300.58,0,0,0,0.129999996715924
"8548",9530,2008,"10-Jan-08","Borda Oposta 1","Brazil",-13.1339,-38.7341,3,"Bleaching (% of population)",0,"ERG144",0,300.58,0,0,0,0.129999996715924
"8549",9531,2008,"10-Mar-08","Taquarucu","Brazil",-16.4161,-38.9744,7,"Bleaching (% of population)",0,"ERG144",0,301.11,0,0,0,0.116799997049384
"8550",9532,2008,"08-Mar-08","Coral Vivo Norte","Brazil",-16.3903,-38.9769,5,"Bleaching (% of population)",4,"ERG144",0,300.65,0,0,0,0.116799997049384
"8551",9533,2008,"09-Mar-08","Coral Vivo Sul","Brazil",-16.4214,-38.98,5.5,"Bleaching (% of population)",0,"ERG144",0,301.11,0,0,0,0.215199994563591
"8552",9534,2009,"15-Dec-09","Chapeirao do Pierre","Brazil",-17.9627,-38.6702,13,"Bleaching (% of population)",0,"ERG144",6.13,299.17,0,0,0,0.062599998418591
"8553",9535,2009,"12-Jun-09","Lingua da Siriba I","Brazil",-17.9688,-38.7142,3,"Bleaching (% of population)",0,"ERG144",1.72,298.38,0,0,0,0.138999996488565
"8554",9536,2009,"27-Jun-09","Mckays Reef","USA-FL",26.1267,-80.0943,6,"Bleaching (% of population)",0,"ERG141",3.4025,301.805,0,0,0,0.0375999990501441
"8555",9537,2010,"23-Jan-10","Mckays Reef","USA-FL",26.1267,-80.0943,5.5,"Bleaching (% of population)",0,"ERG141",5.99,297.36,0,0,0,0.0439999988884665
"8556",9538,2011,"09-Sep-11","Mckays Reef","USA-FL",26.1267,-80.0943,4,"Bleaching (% of population)",1,"ERG141",1.1525,303.1225,0,0,0,0.0425999989238335
"8557",9539,2015,"25-Apr-15","Goat Island","Trinidad & Tobago",11.3013,-60.5082,9,"Bleaching (% of population)",33,"ERG138",0,299.88,0,0,0,0.0703333315565639
"8558",9540,2015,"24-Jan-15","Goat Island","Trinidad & Tobago",11.3015,-60.5204,10.2,"Bleaching (% of population)",50,"ERG138",0,299.36,0,0,0,0.0689333315919309
"8559",9541,2015,"18-Oct-15","Sea Fan Alley","Trinidad & Tobago",11.2557,-60.5387,10,"Bleaching (% of population)",30,"ERG138",3.5075,303.2775,45453,0,0,0.152699996142474
"8560",9542,2015,"08-Oct-15","Sanger Rock","Trinidad & Tobago",11.339,-60.5477,12,"Bleaching (% of population)",8,"ERG138",3.11,300.68,0,0,0,0.0749999981053406
"8561",9543,2015,"20-Jan-15","Pirate's Bay","Trinidad & Tobago",11.3282,-60.5505,10.5,"Bleaching (% of population)",0,"ERG138",0.906,299.628,0,0,0,0.0723999981710222
"8562",9544,2015,"11-Apr-15","Pirate's Bay","Trinidad & Tobago",11.3282,-60.5505,10.2,"Bleaching (% of population)",0,"ERG138",0.304,299.598,0,0,0,0.0616999984413269
"8563",9545,2015,"08-Oct-15","Pirate's Bay","Trinidad & Tobago",11.3282,-60.5505,10,"Bleaching (% of population)",6,"ERG138",3.1,301.756,0,0,0,0.0749999981053406
"8564",9546,2015,"19-Feb-15","Landslide","Trinidad & Tobago",11.3331,-60.5561,10.6,"Bleaching (% of population)",27,"ERG138",1.52,299.33,0,0,0,0.0629999984084861
"8565",9547,2009,"01-Dec-09","Pirates Bay","Trinidad & Tobago",11.3332,-60.5562,10,"Bleaching (% of population)",90,"ERG138",0,300.45,0,0,0,0.0495999987469986
"8566",9548,2009,"03-Dec-09","Pirates Bay","Trinidad & Tobago",11.3332,-60.5562,5.5,"Bleaching (% of population)",90,"ERG138",0,301.01,0,0,0,0.0495999987469986
"8567",9549,2015,"19-Feb-15","Booby Island","Trinidad & Tobago",11.3209,-60.5585,8,"Bleaching (% of population)",15,"ERG138",0.304,299.106,0,0,0,0.0629999984084861
"8568",9550,2015,"07-Jun-15","Booby Island","Trinidad & Tobago",11.3209,-60.5585,7,"Bleaching (% of population)",30,"ERG138",0,300.078,0,0,0,0.0599999984842725
"8569",9551,2015,"11-Apr-15","Hermitage","Trinidad & Tobago",11.3265,-60.5753,11,"Bleaching (% of population)",0,"ERG138",0.304,299.598,0,0,0,0.0612499984526949
"8570",9552,2015,"11-Oct-15","Old Rope","Trinidad & Tobago",11.3253,-60.5951,10,"Bleaching (% of population)",8,"ERG138",2.9625,300.665,0,0,0,0.0727999981609173
"8571",9554,2008,"22-Oct-08","Rachette Point","St Lucia",13.8583,-61.0667,5,"Bleaching (% of population)",10,"ERG138",2.606666667,302.0766667,0,0,0,0.0311999992118217
"8572",9555,2008,"22-Oct-08","Rachette Point","St Lucia",13.8583,-61.0667,10,"Bleaching (% of population)",30,"ERG138",2.606666667,302.0766667,0,0,0,0.0311999992118217
"8573",9556,2009,"12-Feb-09","Rachette Point","St Lucia",13.8583,-61.0667,5,"Bleaching (% of population)",0,"ERG138",0.693333333,299.6,0,0,0,0.0356999990981421
"8574",9557,2009,"12-Feb-09","Rachette Point","St Lucia",13.8583,-61.0667,10,"Bleaching (% of population)",5,"ERG138",0.693333333,299.6,0,0,0,0.0356999990981421
"8575",9558,2010,"28-Oct-10","Rachette Point","St Lucia",13.8583,-61.0667,5,"Bleaching (% of population)",10,"ERG138",12.74333333,301.85,0,0,0,0.063999998383224
"8576",9559,2008,"12-Jan-08","Aquarium - Indiana","France",16.2399,-61.2852,10,"Bleaching (% of population)",5,"ERG138",0,299.29,0,0,0,0.0275714278749157
"8577",9560,2009,"08-Jun-09","Aquarium - Indiana","France",16.2399,-61.2852,12,"Bleaching (% of population)",0,"ERG138",0,300.47,0,0,0,0.0425499989250966
"8578",9561,2010,"11-Nov-10","Aquarium - Indiana","France",16.2399,-61.2852,10,"Bleaching (% of population)",20,"ERG138",9.89,300.86,0,0,0,0.0355142848171194
"8579",9562,2011,"26-Nov-11","Aquarium - Indiana","France",16.2399,-61.2852,12,"Bleaching (% of population)",0,"ERG138",2.72,300.61,0,0,0,0.038514284741333
"8580",9563,2012,"15-Dec-12","Aquarium - Indiana","France",16.2399,-61.2852,9,"Bleaching (% of population)",25,"ERG138",1.13,300.69,0,0,0,0.0349666657833344
"8581",9564,2013,"14-Dec-13","Aquarium - Indiana","France",16.2399,-61.2852,12,"Bleaching (% of population)",0,"ERG138",1.58,299.84,0,0,0,0.0348799991188571
"8582",9565,2015,"31-Jan-15","Aquarium - Indiana","France",16.2399,-61.2852,9,"Bleaching (% of population)",1,"ERG138",1.06,299.9,0,0,0,0.0360857133741125
"8583",9566,2016,"23-Jan-16","Aquarium - Indiana","France",16.2399,-61.2852,9,"Bleaching (% of population)",5,"ERG138",1.42,299.55,0,0,0,0.0355142848171194
"8584",9568,2012,"17-Dec-12","Marie-Galante - Patka","France",15.8726,-61.31,12,"Bleaching (% of population)",5,"ERG138",0.948,300.37,0,0,0,0.0285999992775032
"8585",9569,2013,"17-Dec-13","Marie-Galante - Patka","France",15.8726,-61.31,9,"Bleaching (% of population)",25,"ERG138",1.598,300.448,0,0,0,0.0272666659778527
"8586",9570,2015,"03-Feb-15","Marie-Galante - Patka","France",15.8726,-61.31,9,"Bleaching (% of population)",0,"ERG138",1.034,299.698,0,0,0,0.0234499994076032
"8587",9571,2016,"26-Jan-16","Marie-Galante - Patka","France",15.8726,-61.31,7.5,"Bleaching (% of population)",0,"ERG138",0.202,299.724,0,0,0,0.0271599993138807
"8588",9573,2011,"20-Dec-11","Tache a Kat","France",15.959,-61.322,8,"Bleaching (% of population)",1,"ERG138",0,300.92,0,0,0,0.0379999990400393
"8589",9574,2014,"10-Apr-14","Scotts Head Dropoff - Tous Sable","Dominica",15.2137,-61.3717,7,"Bleaching (% of population)",1,"ERG138",0,299.91,0,0,0,0.044066665553449
"8590",9577,2014,"11-Apr-14","Solomon","Dominica",15.2728,-61.3753,8,"Bleaching (% of population)",0,"ERG138",0,299.98,0,0,0,0.0439999988884665
"8591",9578,2008,"02-Mar-08","Solomon Reef Site B","Dominica",15.2727,-61.3754,6,"Bleaching (% of population)",0,"ERG138",0,298.85,0,0,0,0.033399999156245
"8592",9579,2008,"30-Jul-08","Solomon Reef Site B","Dominica",15.2727,-61.3754,10.1,"Bleaching (% of population)",0,"ERG138",0,302.57,0,0,0,0.0324666658464897
"8593",9580,2009,"16-Aug-09","Solomon Reef Site B","Dominica",15.2727,-61.3754,10.1,"Bleaching (% of population)",0,"ERG138",2.65,301.82,0,0,0,0.0377999990450917
"8594",9581,2008,"02-Mar-08","Solomon Reef Site A","Dominica",15.2694,-61.3766,6,"Bleaching (% of population)",0,"ERG138",0,298.85,0,0,0,0.033399999156245
"8595",9582,2008,"30-Jul-08","Solomon Reef Site A","Dominica",15.2694,-61.3766,10,"Bleaching (% of population)",0,"ERG138",0,302.57,0,0,0,0.0324666658464897
"8596",9583,2009,"16-Aug-09","Solomon Reef Site A","Dominica",15.2694,-61.3766,10.2,"Bleaching (% of population)",0,"ERG138",2.65,301.82,0,0,0,0.0377999990450917
"8597",9586,2017,"21-Aug-17","Jack-A-Dan","Grenada",12.4953,-61.4658,9,"Bleaching (% of population)",18,"ERG138",4.34,302.77,222827,60992,0,0.0595999984943774
"8598",9590,2012,"14-Dec-12","Ilet Gosier Lagon","France",16.1999,-61.4898,0.5,"Bleaching (% of population)",10,"ERG138",2.18,300.85,200440,2259,0,0.0509999987116316
"8599",9591,2013,"13-Dec-13","Ilet Gosier Lagon","France",16.1999,-61.4898,1,"Bleaching (% of population)",18,"ERG138",2.69,300.27,200440,2259,0,0.0421999989339383
"8600",9592,2015,"07-Feb-15","Ilet Gosier Lagon","France",16.1999,-61.4898,0.5,"Bleaching (% of population)",0,"ERG138",2.22,300.14,200440,2259,0,0.0651999983529095
"8601",9593,2016,"31-Jan-16","Ilet Gosier Lagon","France",16.1999,-61.4898,0.5,"Bleaching (% of population)",0,"ERG138",0,299.57,200440,2259,0,0.0507999987166841
"8602",9595,2017,"22-Jun-17","Mabouya Garden","Grenada",12.4878,-61.4906,11.3,"Bleaching (% of population)",13,"ERG138",1.01,300.33,315487,39083,0,0.11379999712517
"8603",9596,2017,"23-Aug-17","Mabouya Garden","Grenada",12.4878,-61.4906,4,"Bleaching (% of population)",35,"ERG138",5.97,303.48,315487,39083,0,0.0589999985095346
"8604",9597,2017,"21-Sep-17","Mabouya Garden","Grenada",12.4878,-61.4906,11.2,"Bleaching (% of population)",65,"ERG138",12.18,302.53,315487,39083,0,0.0841999978729291
"8605",9598,2017,"25-Oct-17","Mabouya Garden","Grenada",12.4878,-61.4906,10.5,"Bleaching (% of population)",29,"ERG138",11.15,300.79,315487,39083,0,0.0455999988480471
"8606",9602,2016,"14-Nov-16","Whirlpool","Grenada",12.4849,-61.4956,8.6,"Bleaching (% of population)",43,"ERG138",2.21,301.33,315487,0,0,0.0681999982771231
"8607",9603,2017,"21-Jun-17","Whirlpool","Grenada",12.4849,-61.4956,9.5,"Bleaching (% of population)",17,"ERG138",0,300.52,315487,0,0,0.11379999712517
"8608",9604,2017,"19-Oct-17","Whirlpool","Grenada",12.4849,-61.4956,10.5,"Bleaching (% of population)",6,"ERG138",7.72,301.5,315487,0,0,0.0455999988480471
"8609",9607,2010,"28-Oct-10","Malgretoute","St Lucia",13.839,-61.065,5,"Bleaching (% of population)",0,"ERG138",12.74333333,301.85,0,0,0,0.063999998383224
"8610",9608,2008,"22-Oct-08","Superman's Flight","St Lucia",13.8383,-61.065,5,"Bleaching (% of population)",5,"ERG138",2.606666667,302.0766667,0,0,0,0.0311999992118217
"8611",9609,2008,"22-Oct-08","Superman's Flight","St Lucia",13.8383,-61.065,10,"Bleaching (% of population)",27,"ERG138",2.606666667,302.0766667,0,0,0,0.0311999992118217
"8612",9610,2009,"12-Feb-09","Superman's Flight","St Lucia",13.8383,-61.065,5,"Bleaching (% of population)",0,"ERG138",0.693333333,299.6,0,0,0,0.0356999990981421
"8613",9611,2009,"12-Feb-09","Superman's Flight","St Lucia",13.8383,-61.065,10,"Bleaching (% of population)",0,"ERG138",0.693333333,299.6,0,0,0,0.0356999990981421
"8614",9612,2008,"07-Jun-08","Port Louis, Pointe des Mangles","France",16.4312,-61.5429,12,"Bleaching (% of population)",20,"ERG138",0,301.33,1199260,688595,93286,0.0373999990551965
"8615",9613,2009,"23-Apr-09","Port Louis, Pointe des Mangles","France",16.4312,-61.5429,12,"Bleaching (% of population)",8,"ERG138",0,299.6,1199260,688595,93286,0.085199997847667
"8616",9614,2010,"15-Nov-10","Port Louis, Pointe des Mangles","France",16.4312,-61.5429,13,"Bleaching (% of population)",40,"ERG138",8.17,301.11,1199260,688595,93286,0.0407999989693053
"8617",9615,2011,"15-Dec-11","Port Louis, Pointe des Mangles","France",16.4312,-61.5429,13,"Bleaching (% of population)",0,"ERG138",0,300.79,1199260,688595,93286,0.0431999989086762
"8618",9616,2012,"13-Dec-12","Port Louis, Pointe des Mangles","France",16.4312,-61.5429,13,"Bleaching (% of population)",0,"ERG138",1.07,300.96,1199260,688595,93286,0.0293999992572935
"8619",9617,2013,"13-Dec-13","Port Louis, Pointe des Mangles","France",16.4312,-61.5429,13,"Bleaching (% of population)",4,"ERG138",3.72,300.13,1199260,688595,93286,0.0367999990703538
"8620",9618,2015,"30-Jan-15","Port Louis, Pointe des Mangles","France",16.4312,-61.5429,13,"Bleaching (% of population)",0,"ERG138",1.09,299.95,1199260,688595,93286,0.0275999993027654
"8621",9619,2016,"22-Jan-16","Port Louis, Pointe des Mangles","France",16.4312,-61.5429,13,"Bleaching (% of population)",4,"ERG138",1.11,299.71,1199260,688595,93286,0.0403999989794102
"8622",9621,2011,"18-Dec-11","Pointe Cabrit/Les Saintes Terre de Haut","France",15.8764,-61.6017,12,"Bleaching (% of population)",0,"ERG138",1.17,300.71,0,0,0,0.0393999990046723
"8623",9622,2012,"18-Dec-12","Pointe Cabrit/Les Saintes Terre de Haut","France",15.8764,-61.6017,9,"Bleaching (% of population)",0,"ERG138",4.48,300.79,0,0,0,0.0379999990400393
"8624",9623,2013,"18-Dec-13","Pointe Cabrit/Les Saintes Terre de Haut","France",15.8764,-61.6017,9,"Bleaching (% of population)",7,"ERG138",1.14,299.92,0,0,0,0.0259999993431848
"8625",9624,2015,"04-Feb-15","Pointe Cabrit/Les Saintes Terre de Haut","France",15.8764,-61.6017,9,"Bleaching (% of population)",0,"ERG138",2.37,299.64,0,0,0,0.0295999992522411
"8626",9625,2016,"27-Jan-16","Pointe Cabrit/Les Saintes Terre de Haut","France",15.8764,-61.6017,9,"Bleaching (% of population)",0,"ERG138",0,300.27,0,0,0,0.0285999992775032
"8627",9627,2014,"01-Apr-14","Coral Garden","St Lucia",13.8147,-61.0725,10,"Bleaching (% of population)",0,"ERG138",0,299.7375,0,0,0,0.0325999991764547
"8628",9628,2008,"22-Oct-08","Grande Caille","St Lucia",13.8617,-61.075,5,"Bleaching (% of population)",40,"ERG138",2.606666667,302.0766667,0,0,0,0.0347999991208781
"8629",9629,2008,"22-Oct-08","Grande Caille","St Lucia",13.8617,-61.075,10,"Bleaching (% of population)",35,"ERG138",2.606666667,302.0766667,0,0,0,0.0347999991208781
"8630",9630,2009,"11-Feb-09","Grande Caille","St Lucia",13.8617,-61.075,5,"Bleaching (% of population)",0,"ERG138",0.693333333,299.6,0,0,0,0.0307999992219266
"8631",9631,2009,"11-Feb-09","Grande Caille","St Lucia",13.8617,-61.075,10,"Bleaching (% of population)",0,"ERG138",0.693333333,299.6,0,0,0,0.0307999992219266
"8632",9632,2014,"02-Apr-14","Grande Caille","St Lucia",13.8617,-61.075,10,"Bleaching (% of population)",0,"ERG138",0,299.8566667,0,0,0,0.0319499991928751
"8633",9633,2010,"21-May-10","Trois Pointes","France",15.9539,-61.7104,10,"Bleaching (% of population)",0,"ERG138",12.65,301.86,0,0,0,0.0383999990299344
"8634",9634,2011,"29-Sep-11","Trois Pointes","France",15.9539,-61.7104,10,"Bleaching (% of population)",0,"ERG138",5.23,302.4,0,0,0,0.0304799992300104
"8635",9635,2012,"19-Dec-12","Trois Pointes","France",15.9539,-61.7104,10,"Bleaching (% of population)",3,"ERG138",0,300.61,0,0,0,0.0341999991360353
"8636",9636,2013,"20-Dec-13","Trois Pointes","France",15.9539,-61.7104,8,"Bleaching (% of population)",2,"ERG138",1.03,299.51,0,0,0,0.07339999814576
"8637",9637,2015,"06-Feb-15","Trois Pointes","France",15.9539,-61.7104,10,"Bleaching (% of population)",0,"ERG138",0,299.74,0,0,0,0.0303999992320314
"8638",9638,2016,"30-Jan-16","Trois Pointes","France",15.9539,-61.7104,10,"Bleaching (% of population)",20,"ERG138",0,299.61,0,0,0,0.0317199991986854
"8639",9640,2014,"13-Mar-14","Flamingo Bay South","Grenada",12.0917,-61.7589,7,"Bleaching (% of population)",0,"ERG138",0,299.17,0,0,0,0.0521999986813171
"8640",9641,2014,"17-Mar-14","Dragon Bay North","Grenada",12.0886,-61.7624,10,"Bleaching (% of population)",0,"ERG138",0,299.17,0,0,0,0.0521999986813171
"8641",9642,2014,"17-Mar-14","Dragon Bay South","Grenada",12.0853,-61.7629,5,"Bleaching (% of population)",0,"ERG138",0,299.17,0,0,0,0.0521999986813171
"8642",9643,2016,"29-Jan-16","Bouillante - Tahiti Beach","France",16.1384,-61.7757,5,"Bleaching (% of population)",3,"ERG138",0,299.6475,0,0,0,0.0255999993532896
"8643",9645,2016,"19-Dec-16","Sandy Island Garden","Grenada",12.4858,-61.4827,12,"Bleaching (% of population)",7,"ERG138",2.81,300.64,315487,152452,1894,0.0727999981609173
"8644",9646,2017,"19-Jun-17","Sandy Island Garden","Grenada",12.4858,-61.4827,8,"Bleaching (% of population)",129,"ERG138",1.01,300.95,315487,152452,1894,0.11379999712517
"8645",9647,2017,"21-Jun-17","Sandy Island Garden","Grenada",12.4858,-61.4827,4.5,"Bleaching (% of population)",5,"ERG138",1.01,300.33,315487,152452,1894,0.11379999712517
"8646",9648,2017,"22-Aug-17","Sandy Island Garden","Grenada",12.4858,-61.4827,11,"Bleaching (% of population)",10,"ERG138",4.34,302.77,315487,152452,1894,0.0589999985095346
"8647",9649,2017,"18-Sep-17","Sandy Island Garden","Grenada",12.4858,-61.4827,11,"Bleaching (% of population)",0,"ERG138",11.14,302.75,315487,152452,1894,0.0841999978729291
"8648",9650,2017,"23-Oct-17","Sandy Island Garden","Grenada",12.4858,-61.4827,3.5,"Bleaching (% of population)",0,"ERG138",11.15,301.76,315487,152452,1894,0.0455999988480471
"8649",9653,2009,"24-May-09","Pointe de la Baleine","Martinique",14.5211,-61.0962,11,"Bleaching (% of population)",2,"ERG138",0,300.75,0,0,0,0.039999998989515
"8650",9654,2010,"29-Dec-10","Pointe de la Baleine","Martinique",14.5211,-61.0962,8.5,"Bleaching (% of population)",3,"ERG138",2.17,300.73,0,0,0,0.0301999992370838
"8651",9655,2011,"05-Jun-11","Pointe de la Baleine","Martinique",14.5211,-61.0962,8.5,"Bleaching (% of population)",1,"ERG138",5.08,302,0,0,0,0.0401999989844626
"8652",9656,2012,"09-Dec-12","Pointe de la Baleine","Martinique",14.5211,-61.0962,8.5,"Bleaching (% of population)",145,"ERG138",1.07,301.26,0,0,0,0.0275999993027654
"8653",9657,2012,"16-Dec-12","Petite Terre - Lagon","France",16.1751,-61.1056,2,"Bleaching (% of population)",0,"ERG138",3.45,301.41,0,0,0,0.0361999990855111
"8654",9658,2013,"16-Dec-13","Petite Terre - Lagon","France",16.1751,-61.1056,2,"Bleaching (% of population)",5,"ERG138",1.28,299.45,0,0,0,0.0417999989440432
"8655",9659,2015,"01-Feb-15","Petite Terre - Lagon","France",16.1751,-61.1056,2,"Bleaching (% of population)",0,"ERG138",1.05,299.75,0,0,0,0.0285999992775032
"8656",9660,2016,"24-Jan-16","Petite Terre - Lagon","France",16.1751,-61.1056,2,"Bleaching (% of population)",0,"ERG138",0,299.55,0,0,0,0.0355999991006684
"8657",9662,2008,"16-Mar-08","Rendezvous Bay Reef","Montserrat",16.8098,-62.207,4,"Bleaching (% of population)",0,"ERG138",0,298.59,0,0,0,0.0229999994189711
"8658",9663,2008,"16-Mar-08","Rendezvous Bay Reef","Montserrat",16.8098,-62.207,10,"Bleaching (% of population)",0,"ERG138",0,298.59,0,0,0,0.0229999994189711
"8659",9664,2008,"23-Jun-08","Rendezvous Bay Reef","Montserrat",16.8098,-62.207,5,"Bleaching (% of population)",0,"ERG138",0,300.44,0,0,0,0.0349999991158256
