"","Year","Date","Site","Region","Latitude.Degrees","Longitude.Degrees","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","area4km","area2km","area1km","kd490_value","MPA","STATUS_YR","gmw1km"
"5435",2017,"26-Jan-17","Koala, Bagalangit","Philippines",13.7178,120.873,4.5,"Bleaching (% of population)",0,"ERG047",1.254285714,299.4771429,0,0,0,0.0543476730456669,"Non MPA","Non MPA",NA
"5438",2017,"25-Jan-17","Ligaya Bantong Buhay MPA","Philippines",13.7244,120.88,5.3,"Bleaching (% of population)",0,"ERG047",1.254285714,299.4771429,0,0,0,0.0543476730456669,"Non MPA","Non MPA",NA
"5441",2017,"25-Jan-17","Acacia Resort and Dive Center","Philippines",13.7282,120.884,5,"Bleaching (% of population)",0,"ERG047",1.254285714,299.4771429,0,0,0,0.0543476730456669,"Non MPA","Non MPA",NA
"5451",2016,"06-May-16","Giant Clam","Philippines",13.514,120.961,6.5,"Bleaching (% of population)",0,"ERG046",1.1,302.08,25027,19382,5671,0.0368079437139255,"Non MPA","Non MPA",NA
"5454",2016,"06-May-16","Sigayan 01","Philippines",13.4779,120.972,3.8,"Bleaching (% of population)",0,"ERG046",0,301.71,16419,5645,5645,0.0399975323914273,"Non MPA","Non MPA",NA
"5456",2016,"01-May-16","Subli Cove","Philippines",14.1973,120.584,5.7,"Bleaching (% of population)",14,"ERG047",1.79,303.115,130069,0,0,0.0433999989036238,"Non MPA","Non MPA",NA
"5462",2016,"05-Nov-16","Hejie","Taiwan",21.9556,120.712,5,"Bleaching (% of population)",0,"ERG056",2.973333333,300.1966667,0,0,0,0.0587999985145871,"MPA","MPA",NA
"5463",2016,"06-Nov-16","Hejie","Taiwan",21.9556,120.712,10,"Bleaching (% of population)",0,"ERG056",2.973333333,300.1966667,0,0,0,0.0587999985145871,"MPA","MPA",NA
"5464",2017,"22-Apr-17","Hejie","Taiwan",21.9556,120.712,5.5,"Bleaching (% of population)",0,"ERG056",0.81,300.7166667,0,0,0,0.115810547533095,"MPA","MPA",NA
"5465",2017,"23-Apr-17","Hejie","Taiwan",21.9556,120.712,11,"Bleaching (% of population)",0,"ERG056",0.81,300.7166667,0,0,0,0.115810547533095,"MPA","MPA",NA
"5466",2017,"26-Nov-17","Hejie","Taiwan",21.9556,120.712,5,"Bleaching (% of population)",0,"ERG056",6.696666667,299.3333333,0,0,0,0.0363999990804587,"MPA","MPA",NA
"5467",2017,"26-Nov-17","Hejie","Taiwan",21.9556,120.712,10,"Bleaching (% of population)",0,"ERG056",6.696666667,299.3333333,0,0,0,0.0363999990804587,"MPA","MPA",NA
"5480",2017,"26-Jan-17","Twin Rocks","Philippines",13.6906,120.889,6,"Bleaching (% of population)",0,"ERG047",1.45,299.38,0,0,0,0.0548216530547546,"MPA","MPA",NA
"5481",2017,"23-Sep-17","Shanyuan Southern Reef","Taiwan",22.8297,121.189,4,"Bleaching (% of population)",0,"ERG056",0.93,302,0,0,0,0.055999998585321,"Non MPA","Non MPA",NA
"5482",2017,"23-Sep-17","Shanyuan Central Reef","Taiwan",22.8271,121.192,6,"Bleaching (% of population)",0,"ERG056",0,300.31,0,0,0,0.055999998585321,"Non MPA","Non MPA",NA
"5495",2016,"15-Nov-16","Kihaw","Taiwan",23.1164,121.397,4.2,"Bleaching (% of population)",0,"ERG056",5.45,299.54,0,0,0,0.165630765046584,"Non MPA","Non MPA",NA
"5496",2016,"15-Nov-16","Kihaw","Taiwan",23.1164,121.397,7.5,"Bleaching (% of population)",0,"ERG056",5.45,299.54,0,0,0,0.165630765046584,"Non MPA","Non MPA",NA
"5497",2017,"07-May-17","Kihaw","Taiwan",23.1164,121.397,4.5,"Bleaching (% of population)",0,"ERG056",0,300.95,0,0,0,0.0704987850474737,"Non MPA","Non MPA",NA
"5498",2017,"07-May-17","Kihaw","Taiwan",23.1164,121.397,7.5,"Bleaching (% of population)",0,"ERG056",0,300.95,0,0,0,0.0704987850474737,"Non MPA","Non MPA",NA
"5508",2017,"17-Apr-17","ChaiKou","Taiwan",22.6778,121.482,5,"Bleaching (% of population)",0,"ERG056",0,299.66,0,0,0,0.0419999989389908,"Non MPA","Non MPA",NA
"5509",2017,"17-Apr-17","ChaiKou","Taiwan",22.6778,121.482,10,"Bleaching (% of population)",0,"ERG056",0,299.66,0,0,0,0.0419999989389908,"Non MPA","Non MPA",NA
"5512",2016,"06-Jun-16","Chaikou","Taiwan",22.6796,121.483,5,"Bleaching (% of population)",0,"ERG056",0,302.17,0,0,0,0.0357999990956159,"Non MPA","Non MPA",NA
"5513",2016,"06-Jun-16","Chaikou","Taiwan",22.6796,121.483,10,"Bleaching (% of population)",0,"ERG056",0,302.17,0,0,0,0.0357999990956159,"Non MPA","Non MPA",NA
"5514",2017,"17-Apr-17","General Rock","Taiwan",22.6775,121.497,5,"Bleaching (% of population)",0,"ERG056",0,299.45,0,0,0,0.0419999989389908,"Non MPA","Non MPA",NA
"5515",2017,"17-Apr-17","General Rock","Taiwan",22.6775,121.497,10,"Bleaching (% of population)",0,"ERG056",0,299.45,0,0,0,0.0419999989389908,"Non MPA","Non MPA",NA
"5530",2017,"10-Aug-17","Xinshe","Taiwan",23.6544,121.544,2.5,"Bleaching (% of population)",0,"ERG056",2.29,301.82,0,0,0,0.180163493547547,"Non MPA","Non MPA",NA
"5537",2017,"13-Aug-17","Yeliou","Taiwan",25.2079,121.695,5,"Bleaching (% of population)",0,"ERG056",2.26,302.17,0,0,0,0.0713999981962843,"Non MPA","Non MPA",NA
"5538",2017,"13-Aug-17","Yeliou","Taiwan",25.2079,121.695,10,"Bleaching (% of population)",0,"ERG056",2.26,302.17,0,0,0,0.0713999981962843,"Non MPA","Non MPA",NA
"5539",2016,"06-Jun-16","Shilang","Taiwan",22.6547,121.47,5,"Bleaching (% of population)",0,"ERG056",5.65,301.76,0,0,0,0.0275999993027654,"Non MPA","Non MPA",NA
"5540",2016,"06-Jun-16","Shilang","Taiwan",22.6547,121.47,10,"Bleaching (% of population)",0,"ERG056",5.65,301.76,0,0,0,0.0275999993027654,"Non MPA","Non MPA",NA
"5541",2017,"19-Aug-17","Chaojing protected area","Taiwan",25.1453,121.806,5,"Bleaching (% of population)",4,"ERG056",8.19,301.17,0,0,0,0.127846828134442,"Non MPA","Non MPA",NA
"5542",2017,"19-Aug-17","Chaojing protected area","Taiwan",25.1453,121.806,10,"Bleaching (% of population)",4,"ERG056",8.19,301.17,0,0,0,0.127846828134442,"Non MPA","Non MPA",NA
"5543",2017,"17-Apr-17","Gongguanbi","Taiwan",22.6798,121.489,5,"Bleaching (% of population)",0,"ERG056",0,299.45,0,0,0,0.0419999989389908,"Non MPA","Non MPA",NA
"5544",2017,"17-Apr-17","Gongguanbi","Taiwan",22.6798,121.489,10,"Bleaching (% of population)",0,"ERG056",0,299.45,0,0,0,0.0419999989389908,"Non MPA","Non MPA",NA
"5551",2016,"06-Jun-16","Dabaisha","Taiwan",22.6375,121.491,5,"Bleaching (% of population)",1,"ERG056",9.43,302.5,0,0,0,0.0357999990956159,"Non MPA","Non MPA",NA
"5552",2016,"06-Jun-16","Dabaisha","Taiwan",22.6375,121.491,10,"Bleaching (% of population)",1,"ERG056",9.43,302.5,0,0,0,0.0357999990956159,"Non MPA","Non MPA",NA
"5554",2016,"30-Apr-16","Land Temple/Earth God Temple","Taiwan",22.0705,121.508,5,"Bleaching (% of population)",0,"ERG056",1.18,301.7371429,0,0,0,0.0251999993633945,"Non MPA","Non MPA",NA
"5555",2016,"30-Apr-16","Land Temple/Earth God Temple","Taiwan",22.0705,121.508,10,"Bleaching (% of population)",70,"ERG056",1.18,301.7371429,0,0,0,0.0251999993633945,"Non MPA","Non MPA",NA
"5556",2016,"26-Jun-16","Shitiping","Taiwan",23.4841,121.514,6.4,"Bleaching (% of population)",0,"ERG056",6.49,300.72,0,0,0,0.0655417228239596,"Non MPA","Non MPA",NA
"5557",2017,"01-May-17","Shitiping","Taiwan",23.4841,121.514,7,"Bleaching (% of population)",0,"ERG056",0,298.65,0,0,0,0.0579679838161943,"Non MPA","Non MPA",NA
"5558",2017,"10-Jun-17","Beauty Rock","Taiwan",22.0682,121.516,5,"Bleaching (% of population)",2,"ERG056",2.09,302.4871429,0,0,0,0.0285999992775032,"Non MPA","Non MPA",NA
"5559",2017,"11-Jun-17","Beauty Rock","Taiwan",22.0682,121.516,10,"Bleaching (% of population)",0,"ERG056",2.09,302.4871429,0,0,0,0.0285999992775032,"Non MPA","Non MPA",NA
"5560",2016,"30-Apr-16","Beauty Rock","Taiwan",22.0821,121.517,5,"Bleaching (% of population)",70,"ERG056",2.04,301.97,0,0,0,0.0251999993633945,"Non MPA","Non MPA",NA
"5561",2016,"30-Apr-16","Beauty Rock","Taiwan",22.0821,121.517,10,"Bleaching (% of population)",0,"ERG056",2.04,301.97,0,0,0,0.0251999993633945,"Non MPA","Non MPA",NA
"5562",2016,"30-Apr-16","Yeyou","Taiwan",22.0379,121.522,5,"Bleaching (% of population)",0,"ERG056",1.18,301.7371429,0,0,0,0.0251999993633945,"Non MPA","Non MPA",NA
"5563",2016,"30-Apr-16","Yeyou","Taiwan",22.0379,121.522,10,"Bleaching (% of population)",0,"ERG056",1.18,301.7371429,0,0,0,0.0251999993633945,"Non MPA","Non MPA",NA
"5564",2016,"26-Feb-16","Balinghai Reef","Philippines",11.9807,121.903,6.4,"Bleaching (% of population)",0,"ERG046",8.18,300.6,16161,0,0,0.0484895477299465,"Non MPA","Non MPA",NA
"5565",2016,"05-Mar-16","Balinghai Reef","Philippines",11.9807,121.903,6.4,"Bleaching (% of population)",0,"ERG046",8.16,300.04,16161,0,0,0.0805999979638727,"Non MPA","Non MPA",NA
"5569",2016,"23-Apr-16","Bitoujiao","Taiwan",25.1256,121.915,2.7,"Bleaching (% of population)",0,"ERG056",1.5,297.47,0,0,0,0.157491830964354,"Non MPA","Non MPA",NA
"5570",2017,"20-May-17","Bitoujiao","Taiwan",25.1256,121.915,5,"Bleaching (% of population)",0,"ERG056",6.97,298.17,0,0,0,0.115614818671273,"Non MPA","Non MPA",NA
"5571",2017,"12-Aug-17","Bitoujiao","Taiwan",25.1256,121.915,3.5,"Bleaching (% of population)",100,"ERG056",4.62,302.04,0,0,0,0.0649999983579619,"Non MPA","Non MPA",NA
"5576",2016,"28-May-16","Longdongwan/Longdong 4 Rep 1","Taiwan",25.1135,121.92,5,"Bleaching (% of population)",0,"ERG056",10.23,300.82,0,0,0,0.0591999985044822,"Non MPA","Non MPA",NA
"5577",2016,"28-May-16","Longdongwan/Longdong 4 Rep 1","Taiwan",25.1135,121.92,10,"Bleaching (% of population)",0,"ERG056",10.23,300.82,0,0,0,0.0591999985044822,"Non MPA","Non MPA",NA
"5578",2017,"02-Jul-17","Longdongwan/Longdong 4 Rep 1","Taiwan",25.1135,121.92,5,"Bleaching (% of population)",0,"ERG056",5.09,301.97,0,0,0,0.0623999984236434,"Non MPA","Non MPA",NA
"5579",2017,"02-Jul-17","Longdongwan/Longdong 4 Rep 1","Taiwan",25.1135,121.92,10,"Bleaching (% of population)",0,"ERG056",5.09,301.97,0,0,0,0.0623999984236434,"Non MPA","Non MPA",NA
"5584",2017,"10-Jun-17","Hen Rock","Taiwan",22.0843,121.553,5,"Bleaching (% of population)",0,"ERG056",4.45,302.88,0,0,0,0.0293999992572935,"Non MPA","Non MPA",NA
"5585",2017,"10-Jun-17","Hen Rock","Taiwan",22.0843,121.553,10,"Bleaching (% of population)",5,"ERG056",4.45,302.88,0,0,0,0.0293999992572935,"Non MPA","Non MPA",NA
"5586",2017,"10-Jun-17","Nipple Mountain","Taiwan",22.0662,121.571,5,"Bleaching (% of population)",1,"ERG056",3.97,302.23,0,0,0,0.0289999992673984,"Non MPA","Non MPA",NA
"5587",2017,"10-Jun-17","Nipple Mountain","Taiwan",22.0662,121.571,10,"Bleaching (% of population)",0,"ERG056",3.97,302.23,0,0,0,0.0289999992673984,"Non MPA","Non MPA",NA
"5588",2016,"15-May-16","Yeliu","Taiwan",25.2074,121.696,5,"Bleaching (% of population)",0,"ERG056",10.45,299.01,0,0,0,0.0833576475616144,"Non MPA","Non MPA",NA
"5589",2016,"15-May-16","Yeliu","Taiwan",25.2074,121.696,10,"Bleaching (% of population)",12,"ERG056",10.45,299.01,0,0,0,0.0833576475616144,"Non MPA","Non MPA",NA
"5590",2016,"13-Aug-16","Yeliu","Taiwan",25.2074,121.696,5,"Bleaching (% of population)",0,"ERG056",1.13,301.14,0,0,0,0.0939999976253603,"Non MPA","Non MPA",NA
"5591",2016,"13-Aug-16","Yeliu","Taiwan",25.2074,121.696,10,"Bleaching (% of population)",0,"ERG056",1.13,301.14,0,0,0,0.0939999976253603,"Non MPA","Non MPA",NA
"5592",2016,"29-May-16","Shenao","Taiwan",25.135,121.821,5,"Bleaching (% of population)",0,"ERG056",10.59,299.61,0,0,0,0.0776269048186404,"Non MPA","Non MPA",NA
"5593",2016,"29-May-16","Shenao","Taiwan",25.135,121.821,10,"Bleaching (% of population)",0,"ERG056",10.59,299.61,0,0,0,0.0776269048186404,"Non MPA","Non MPA",NA
"5594",2017,"01-Jul-17","Shenao","Taiwan",25.1356,121.822,5,"Bleaching (% of population)",0,"ERG056",3.47,302.79,0,0,0,0.0765999980649212,"Non MPA","Non MPA",NA
"5595",2017,"01-Jul-17","Shenao","Taiwan",25.1356,121.822,11,"Bleaching (% of population)",0,"ERG056",3.47,302.79,0,0,0,0.0765999980649212,"Non MPA","Non MPA",NA
"5596",2017,"13-May-17","Longdong 1.5","Taiwan",25.1158,121.917,5,"Bleaching (% of population)",0,"ERG056",20.55,297.74,0,0,0,0.115614818671273,"Non MPA","Non MPA",NA
"5597",2017,"13-May-17","Longdong 1.5","Taiwan",25.1158,121.917,7.5,"Bleaching (% of population)",0,"ERG056",20.55,297.74,0,0,0,0.115614818671273,"Non MPA","Non MPA",NA
"5598",2016,"28-May-16","Longdong 4 Rep 2","Taiwan",25.1134,121.92,5,"Bleaching (% of population)",2,"ERG056",10.23,300.82,0,0,0,0.0591999985044822,"Non MPA","Non MPA",NA
"5599",2016,"28-May-16","Longdong 4 Rep 2","Taiwan",25.1134,121.92,10,"Bleaching (% of population)",0,"ERG056",10.23,300.82,0,0,0,0.0591999985044822,"Non MPA","Non MPA",NA
"5600",2017,"02-Jul-17","Longdong 4 Rep 2","Taiwan",25.1134,121.92,5,"Bleaching (% of population)",0,"ERG056",5.09,301.97,0,0,0,0.0623999984236434,"Non MPA","Non MPA",NA
"5601",2017,"02-Jul-17","Longdong 4 Rep 2","Taiwan",25.1134,121.92,10,"Bleaching (% of population)",0,"ERG056",5.09,301.97,0,0,0,0.0623999984236434,"Non MPA","Non MPA",NA
"5604",2016,"08-Jul-16","Basak","Philippines",9.10742,123.209,5,"Bleaching (% of population)",0,"ERG046",0,302.61,389190,225964,106176,0.0526222937526162,"Non MPA","Non MPA",44
"5605",2016,"08-Jul-16","Basak","Philippines",9.10742,123.209,10,"Bleaching (% of population)",0,"ERG046",0,302.61,389190,225964,106176,0.0526222937526162,"Non MPA","Non MPA",44
"5619",2017,"16-Feb-17","Cebu Pacific Resort 2","Philippines",10.2494,123.972,7,"Bleaching (% of population)",0,"ERG046",0.676,299.846,70114,0,0,0.0514907990672183,"Non MPA","Non MPA",2
"5630",2016,"22-Jun-16","Andulay","Philippines",9.05642,123.136,5,"Bleaching (% of population)",0,"ERG046",2.21,302.51,634337,386407,35766,0.0457822482696099,"Non MPA","Non MPA",55
"5631",2016,"22-Jun-16","Andulay","Philippines",9.05642,123.136,10,"Bleaching (% of population)",0,"ERG046",2.21,302.51,634337,386407,35766,0.0457822482696099,"Non MPA","Non MPA",55
"5634",2017,"16-Feb-17","Blue Water","Philippines",10.2859,124.007,6,"Bleaching (% of population)",0,"ERG046",0,299.58,77574,0,0,0.0509999987116316,"Non MPA","Non MPA",NA
"5635",2017,"14-Feb-17","Tambuli","Philippines",10.2899,124.011,6,"Bleaching (% of population)",0,"ERG046",0,299.66,77574,0,0,0.0509999987116316,"Non MPA","Non MPA",NA
"5636",2017,"14-Feb-17","Shangri-La Hotel Cebu, Marine Sanctuary","Philippines",10.3116,124.024,5,"Bleaching (% of population)",0,"ERG046",0,299.66,77574,70786,18391,0.0509999987116316,"Non MPA","Non MPA",72
"5637",2017,"18-Feb-17","Shangri-La Hotel Cebu, Marine Sanctuary","Philippines",10.3116,124.024,7,"Bleaching (% of population)",0,"ERG046",0,300.05,77574,70786,18391,0.0509999987116316,"Non MPA","Non MPA",72
"5638",2017,"18-Feb-17","Shangri-La Hotel Cebu, Marine Sanctuary","Philippines",10.3116,124.024,11.5,"Bleaching (% of population)",0,"ERG046",0,300.05,77574,70786,18391,0.0509999987116316,"Non MPA","Non MPA",72
"5639",2017,"06-Mar-17","Shangri-La Hotel Cebu, Marine Sanctuary","Philippines",10.3116,124.024,6,"Bleaching (% of population)",0,"ERG046",0,300.02,77574,70786,18391,0.0433705635997876,"Non MPA","Non MPA",72
"5640",2017,"06-Mar-17","Shangri-La Hotel Cebu, Marine Sanctuary","Philippines",10.3116,124.024,10,"Bleaching (% of population)",0,"ERG046",0,300.02,77574,70786,18391,0.0433705635997876,"Non MPA","Non MPA",72
"5641",2017,"14-Feb-17","VISTAMAR Resort","Philippines",10.2994,124.018,7,"Bleaching (% of population)",0,"ERG046",0,299.66,77574,70786,0,0.0509999987116316,"Non MPA","Non MPA",NA
"5643",2017,"30-Aug-17","Lapus Lapus","Philippines",11.3476,124.105,7.9,"Bleaching (% of population)",0,"ERG046",5.14,302.79,0,0,0,0.0591999985044822,"Non MPA","Non MPA",NA
"5645",2017,"22-Mar-17","Two Rocks","Philippines",11.3515,124.109,4.8,"Bleaching (% of population)",0,"ERG046",0,299.67,0,0,0,0.0803999979689252,"Non MPA","Non MPA",NA
"5646",2016,"10-Aug-16","Mermaid","Philippines",11.3351,124.109,9,"Bleaching (% of population)",14,"ERG046",8.73,302.71,0,0,0,0.0589219716056762,"Non MPA","Non MPA",NA
"5662",2016,"13-Oct-16","Gangga Village (Gangga Island)","Indonesia",1.76972,125.047,6,"Bleaching (% of population)",0,"ERG044",8.13,302.98,0,0,0,0.0407999989693053,"Non MPA","Non MPA",NA
"5663",2016,"13-Oct-16","Gangga Village (Gangga Island)","Indonesia",1.76972,125.047,12,"Bleaching (% of population)",0,"ERG044",8.13,302.98,0,0,0,0.0407999989693053,"Non MPA","Non MPA",NA
"5664",2017,"01-Nov-17","Gangga Village (Gangga Island)","Indonesia",1.76972,125.047,6,"Bleaching (% of population)",0,"ERG044",1.19,301.92,0,0,0,0.0765054429544281,"Non MPA","Non MPA",NA
"5665",2017,"01-Nov-17","Gangga Village (Gangga Island)","Indonesia",1.76972,125.047,12,"Bleaching (% of population)",8,"ERG044",1.19,301.92,0,0,0,0.0765054429544281,"Non MPA","Non MPA",NA
"5674",2016,"13-Oct-16","Gangga Jetty (Gangga Island)","Indonesia",1.77472,125.049,6,"Bleaching (% of population)",13,"ERG044",8.13,302.98,62429,0,0,0.0407999989693053,"Non MPA","Non MPA",NA
"5675",2016,"13-Oct-16","Gangga Jetty (Gangga Island)","Indonesia",1.77472,125.049,12,"Bleaching (% of population)",42,"ERG044",8.13,302.98,62429,0,0,0.0407999989693053,"Non MPA","Non MPA",NA
"5676",2017,"01-Nov-17","Gangga Jetty (Gangga Island)","Indonesia",1.77472,125.049,6,"Bleaching (% of population)",0,"ERG044",1.19,301.92,62429,0,0,0.0765054429544281,"Non MPA","Non MPA",NA
"5677",2017,"01-Nov-17","Gangga Jetty (Gangga Island)","Indonesia",1.77472,125.049,12,"Bleaching (% of population)",0,"ERG044",1.19,301.92,62429,0,0,0.0765054429544281,"Non MPA","Non MPA",NA
"5678",2017,"05-Dec-17","Vila South","East Timor",-8.26856,125.609,13,"Bleaching (% of population)",0,"ERG035",1.742,303.116,0,0,0,0.0419935933633145,"MPA","MPA",NA
"5679",2017,"11-Dec-17","Vila South","East Timor",-8.26856,125.609,14,"Bleaching (% of population)",1,"ERG035",1.742,303.374,0,0,0,0.0419935933633145,"MPA","MPA",NA
"5680",2017,"13-Dec-17","Vila South","East Timor",-8.26856,125.609,10,"Bleaching (% of population)",0,"ERG035",1.742,303.06,0,0,0,0.0419935933633145,"MPA","MPA",NA
"5681",2017,"17-Jun-17","Watu ai","East Timor",-8.23847,125.612,13,"Bleaching (% of population)",2,"ERG035",0,301.25,0,0,0,0.0398024915169372,"Non MPA","Non MPA",NA
"5682",2017,"05-Dec-17","Rai keta rala","East Timor",-8.23847,125.612,5,"Bleaching (% of population)",20,"ERG035",1.27,303.29,0,0,0,0.0420671613897813,"Non MPA","Non MPA",NA
"5683",2017,"15-Dec-17","Rai keta tungu","East Timor",-8.23239,125.613,9,"Bleaching (% of population)",5,"ERG035",1.27,302.9,0,0,0,0.0420671613897813,"Non MPA","Non MPA",NA
"5684",2017,"14-Dec-17","Haru ina","East Timor",-8.22158,125.62,9,"Bleaching (% of population)",10,"ERG035",1.27,302.9,0,0,0,0.0415937918273968,"Non MPA","Non MPA",NA
"5685",2017,"14-Dec-17","Haru ina","East Timor",-8.22158,125.62,16,"Bleaching (% of population)",10,"ERG035",1.27,302.9,0,0,0,0.0415937918273968,"Non MPA","Non MPA",NA
"5686",2017,"13-Dec-17","Uaro-Ana (Baru-ana)","East Timor",-8.14606,125.643,11,"Bleaching (% of population)",10,"ERG035",1.76,303.18,0,0,0,0.0410099225039404,"Non MPA","Non MPA",NA
"5689",2016,"12-Oct-16","Kinubuhutang Garden (Kinubuhutang Island)","Indonesia",1.84583,125.099,6,"Bleaching (% of population)",0,"ERG044",10.19,304.16,1046637,247473,61731,0.0349999991158256,"Non MPA","Non MPA",139
"5690",2016,"12-Oct-16","Kinubuhutang Garden (Kinubuhutang Island)","Indonesia",1.84583,125.099,12,"Bleaching (% of population)",0,"ERG044",10.19,304.16,1046637,247473,61731,0.0349999991158256,"Non MPA","Non MPA",139
"5691",2017,"31-Oct-17","Kinubuhutang Garden (Kinubuhutang Island)","Indonesia",1.84583,125.099,6,"Bleaching (% of population)",0,"ERG044",2.83,302.17,1046637,247473,61731,0.038599999024882,"Non MPA","Non MPA",139
"5692",2017,"31-Oct-17","Kinubuhutang Garden (Kinubuhutang Island)","Indonesia",1.84583,125.099,12,"Bleaching (% of population)",0,"ERG044",2.83,302.17,1046637,247473,61731,0.038599999024882,"Non MPA","Non MPA",139
"5701",2016,"12-Oct-16","Kahuku (Bangka Island)","Indonesia",1.79139,125.121,6,"Bleaching (% of population)",6,"ERG044",7.72,303.4,552738,38053,0,0.0687060338700712,"Non MPA","Non MPA",NA
"5702",2016,"12-Oct-16","Kahuku (Bangka Island)","Indonesia",1.79139,125.121,12,"Bleaching (% of population)",0,"ERG044",7.72,303.4,552738,38053,0,0.0687060338700712,"Non MPA","Non MPA",NA
"5703",2017,"30-Oct-17","Kahuku (Bangka Island)","Indonesia",1.79139,125.121,6,"Bleaching (% of population)",29,"ERG044",2.038571429,302.3657143,552738,38053,0,0.0692285235036656,"Non MPA","Non MPA",NA
"5704",2017,"31-Oct-17","Kahuku (Bangka Island)","Indonesia",1.79139,125.121,12,"Bleaching (% of population)",0,"ERG044",2.038571429,302.3657143,552738,38053,0,0.0692285235036656,"Non MPA","Non MPA",NA
"5714",2016,"14-Oct-16","Busa Bora Timur (Bangka Island)","Indonesia",1.74,125.144,6,"Bleaching (% of population)",0,"ERG044",3.91,302.92,592945,302640,69683,0.0720969940723443,"Non MPA","Non MPA",151
"5715",2016,"14-Oct-16","Busa Bora Timur (Bangka Island)","Indonesia",1.74,125.144,12,"Bleaching (% of population)",0,"ERG044",3.91,302.92,592945,302640,69683,0.0720969940723443,"Non MPA","Non MPA",151
"5716",2017,"02-Nov-17","Busa Bora Timur (Bangka Island)","Indonesia",1.74,125.144,6,"Bleaching (% of population)",0,"ERG044",0,302.22,592945,302640,69683,0.076493316651687,"Non MPA","Non MPA",151
"5717",2017,"02-Nov-17","Busa Bora Timur (Bangka Island)","Indonesia",1.74,125.144,12,"Bleaching (% of population)",0,"ERG044",0,302.22,592945,302640,69683,0.076493316651687,"Non MPA","Non MPA",151
"5726",2016,"14-Oct-16","Tanjung Husi II (Bangka Island)","Indonesia",1.7375,125.152,6,"Bleaching (% of population)",30,"ERG044",3.91,302.92,597565,133188,11145,0.0720947691381106,"Non MPA","Non MPA",51
"5727",2016,"14-Oct-16","Tanjung Husi II (Bangka Island)","Indonesia",1.7375,125.152,12,"Bleaching (% of population)",6,"ERG044",3.91,302.92,597565,133188,11145,0.0720947691381106,"Non MPA","Non MPA",51
"5728",2017,"02-Nov-17","Tanjung Husi II (Bangka Island)","Indonesia",1.7375,125.152,6,"Bleaching (% of population)",0,"ERG044",0,302.22,597565,133188,11145,0.0764898012086031,"Non MPA","Non MPA",51
"5729",2017,"02-Nov-17","Tanjung Husi II (Bangka Island)","Indonesia",1.7375,125.152,12,"Bleaching (% of population)",0,"ERG044",0,302.22,597565,133188,11145,0.0764898012086031,"Non MPA","Non MPA",51
"5730",2016,"30-Apr-16","Pulau Rhun Southwest","Indonesia",-4.59722,129.668,5,"Bleaching (% of population)",27,"ERG038",6.95,302.47,0,0,0,0.0325999991764547,"Non MPA","Non MPA",NA
"5731",2016,"30-Apr-16","Pulau Rhun Southwest","Indonesia",-4.59722,129.668,10,"Bleaching (% of population)",15,"ERG038",6.95,302.47,0,0,0,0.0325999991764547,"Non MPA","Non MPA",NA
"5734",2016,"26-Mar-16","Pulau Ay, Lubang Kambing","Indonesia",-4.525,129.785,5,"Bleaching (% of population)",72,"ERG038",3.87,302.9,0,0,0,0.0335999991511926,"Non MPA","Non MPA",NA
"5735",2016,"26-Mar-16","Pulau Ay, Lubang Kambing","Indonesia",-4.525,129.785,10,"Bleaching (% of population)",47,"ERG038",3.87,302.9,0,0,0,0.0335999991511926,"Non MPA","Non MPA",NA
"5736",2016,"09-May-16","Ampas Roti, Gunung Api","Maldives",-4.51139,129.871,5,"Bleaching (% of population)",4,"ERG038",4.5,302.83,0,0,0,0.0367999990703538,"Non MPA","Non MPA",NA
"5737",2016,"09-May-16","Ampas Roti, Gunung Api","Maldives",-4.51139,129.871,10,"Bleaching (% of population)",19,"ERG038",4.5,302.83,0,0,0,0.0367999990703538,"Non MPA","Non MPA",NA
"5740",2016,"12-Mar-16","Lava Flow","Indonesia",-4.50528,129.879,5,"Bleaching (% of population)",54,"ERG038",6.52,303.54,0,0,0,0.0325999991764547,"Non MPA","Non MPA",NA
"5741",2016,"12-Mar-16","Lava Flow","Indonesia",-4.50528,129.879,9,"Bleaching (% of population)",20,"ERG038",6.52,303.54,0,0,0,0.0325999991764547,"Non MPA","Non MPA",NA
"5742",2017,"29-Nov-17","Lava Flow","Indonesia",-4.50528,129.879,5,"Bleaching (% of population)",12,"ERG038",2.84,302.07,0,0,0,0.0401999989844626,"Non MPA","Non MPA",NA
"5743",2017,"29-Nov-17","Lava Flow","Indonesia",-4.50528,129.879,10,"Bleaching (% of population)",0,"ERG038",2.84,302.07,0,0,0,0.0401999989844626,"Non MPA","Non MPA",NA
"5745",2016,"09-Feb-16","Batu Kapal","Indonesia",-4.48722,129.93,8,"Bleaching (% of population)",5,"ERG038",6.66,303.75,0,0,0,0.0393999990046723,"Non MPA","Non MPA",NA
"5746",2017,"01-Dec-17","Batu Kapal","Indonesia",-4.48722,129.93,6,"Bleaching (% of population)",0,"ERG038",3.98,301.82,0,0,0,0.0421999989339383,"Non MPA","Non MPA",NA
"5747",2017,"01-Dec-17","Batu Kapal","Indonesia",-4.48722,129.93,10,"Bleaching (% of population)",0,"ERG038",3.98,301.82,0,0,0,0.0421999989339383,"Non MPA","Non MPA",NA
